 MySQL  localhost:3306 ssl  boats  SQL > select s.* from sailors s
                                      -> where s.rating > 9;
+------+---------+-----+--------+
| sid  | name    | age | rating |
| Bob110      |  69 | guppy453  |
| Bob110      |  69 | guppy716  |
| Bob110      |  69 | guppy728  |
| Bob110      |  69 | guppy863  |
| Bob180      |  69 | guppy76   |
| Bob180      |  69 | guppy287  |
| Bob180      |  69 | guppy532  |
| Bob180      |  69 | guppy578  |
| Bob180      |  69 | guppy763  |
| Bob180      |  69 | guppy861  |
| Bob278      |  69 | guppy14   |
| Bob278      |  69 | guppy452  |
| Bob278      |  69 | guppy469  |
| Bob278      |  69 | guppy698  |
| Bob302      |  69 | guppy208  |
| Bob302      |  69 | guppy318  |
| Bob302      |  69 | guppy368  |
| Bob302      |  69 | guppy372  |
| Bob302      |  69 | guppy483  |
| Bob302      |  69 | guppy528  |
| Bob302      |  69 | guppy547  |
| Bob302      |  69 | guppy840  |
| Bob302      |  69 | guppy872  |
| Bob302      |  69 | guppy926  |
| Bob372      |  69 | guppy5    |
| Bob372      |  69 | guppy39   |
| Bob372      |  69 | guppy392  |
| Bob372      |  69 | guppy537  |
| Bob372      |  69 | guppy655  |
| Bob372      |  69 | guppy675  |
| Bob372      |  69 | guppy746  |
| Bob372      |  69 | guppy777  |
| Bob372      |  69 | guppy842  |
| Bob447      |  69 | guppy639  |
| Bob705      |  69 | guppy253  |
| Bob705      |  69 | guppy449  |
| Bob809      |  69 | guppy119  |
| Bob809      |  69 | guppy177  |
| Bob809      |  69 | guppy251  |
| Bob809      |  69 | guppy602  |
| Bob809      |  69 | guppy688  |
| Bob1010     |  69 | guppy424  |
| Bob1010     |  69 | guppy466  |
| Bob1010     |  69 | guppy537  |
| Bob1010     |  69 | guppy806  |
| Bob1050     |  69 | guppy449  |
| Bob1050     |  69 | guppy458  |
| Bob1050     |  69 | guppy797  |
| Bob1079     |  69 | guppy21   |
| Bob1079     |  69 | guppy212  |
| Bob1153     |  69 | guppy346  |
| Bob1153     |  69 | guppy562  |
| Bob1153     |  69 | guppy563  |
| Bob1172     |  69 | guppy200  |
| Bob1172     |  69 | guppy489  |
| Bob1172     |  69 | guppy491  |
| Bob1172     |  69 | guppy600  |
| Bob1172     |  69 | guppy960  |
| Bob1244     |  69 | guppy30   |
| Bob1244     |  69 | guppy424  |
| Bob1266     |  69 | guppy29   |
| Bob1266     |  69 | guppy248  |
| Bob1266     |  69 | guppy504  |
| Bob1266     |  69 | guppy639  |
| Bob1266     |  69 | guppy695  |
| Bob1266     |  69 | guppy904  |
| Bob1489     |  69 | guppy89   |
| Bob1489     |  69 | guppy193  |
| Bob1489     |  69 | guppy255  |
| Bob1489     |  69 | guppy356  |
| Bob1489     |  69 | guppy479  |
| Bob1489     |  69 | guppy585  |
| Bob1703     |  69 | guppy97   |
| Bob1703     |  69 | guppy270  |
| Bob1703     |  69 | guppy378  |
| Bob1703     |  69 | guppy764  |
| Bob1703     |  69 | guppy767  |
| Bob1767     |  69 | guppy221  |
| Bob1767     |  69 | guppy312  |
| Bob1767     |  69 | guppy695  |
| Bob1770     |  69 | guppy190  |
| Bob1770     |  69 | guppy240  |
| Bob1770     |  69 | guppy286  |
| Bob1770     |  69 | guppy701  |
| Bob1770     |  69 | guppy791  |
| Bob1770     |  69 | guppy851  |
| Bob1770     |  69 | guppy919  |
| Bob1857     |  69 | guppy215  |
| Bob1857     |  69 | guppy356  |
| Bob1857     |  69 | guppy816  |
| Bob86       |  70 | guppy46   |
| Bob86       |  70 | guppy73   |
| Bob86       |  70 | guppy147  |
| Bob86       |  70 | guppy297  |
| Bob86       |  70 | guppy414  |
| Bob86       |  70 | guppy493  |
| Bob86       |  70 | guppy538  |
| Bob86       |  70 | guppy740  |
| Bob86       |  70 | guppy964  |
| Bob128      |  70 | guppy29   |
| Bob128      |  70 | guppy32   |
| Bob128      |  70 | guppy443  |
| Bob128      |  70 | guppy556  |
| Bob128      |  70 | guppy707  |
| Bob128      |  70 | guppy764  |
| Bob128      |  70 | guppy902  |
| Bob128      |  70 | guppy910  |
| Bob241      |  70 | guppy51   |
| Bob241      |  70 | guppy159  |
| Bob241      |  70 | guppy254  |
| Bob241      |  70 | guppy504  |
| Bob241      |  70 | guppy507  |
| Bob399      |  70 | guppy68   |
| Bob399      |  70 | guppy179  |
| Bob399      |  70 | guppy500  |
| Bob788      |  70 | guppy223  |
| Bob788      |  70 | guppy566  |
| Bob788      |  70 | guppy768  |
| Bob788      |  70 | guppy788  |
| Bob788      |  70 | guppy813  |
| Bob788      |  70 | guppy948  |
| Bob877      |  70 | guppy3    |
| Bob877      |  70 | guppy364  |
| Bob877      |  70 | guppy493  |
| Bob877      |  70 | guppy881  |
| Bob877      |  70 | guppy886  |
| Bob877      |  70 | guppy898  |
| Bob877      |  70 | guppy929  |
| Bob1002     |  70 | guppy24   |
| Bob1002     |  70 | guppy39   |
| Bob1002     |  70 | guppy106  |
| Bob1002     |  70 | guppy201  |
| Bob1002     |  70 | guppy294  |
| Bob1002     |  70 | guppy340  |
| Bob1168     |  70 | guppy99   |
| Bob1168     |  70 | guppy212  |
| Bob1168     |  70 | guppy332  |
| Bob1168     |  70 | guppy357  |
| Bob1168     |  70 | guppy389  |
| Bob1168     |  70 | guppy679  |
| Bob1168     |  70 | guppy696  |
| Bob1168     |  70 | guppy730  |
| Bob1253     |  70 | guppy179  |
| Bob1253     |  70 | guppy366  |
| Bob1253     |  70 | guppy606  |
| Bob1253     |  70 | guppy625  |
| Bob1253     |  70 | guppy662  |
| Bob1312     |  70 | guppy110  |
| Bob1312     |  70 | guppy262  |
| Bob1312     |  70 | guppy422  |
| Bob1312     |  70 | guppy619  |
| Bob1312     |  70 | guppy656  |
| Bob1312     |  70 | guppy664  |
| Bob1312     |  70 | guppy765  |
| Bob1312     |  70 | guppy797  |
| Bob1334     |  70 | guppy72   |
| Bob1334     |  70 | guppy467  |
| Bob1334     |  70 | guppy622  |
| Bob1334     |  70 | guppy629  |
| Bob1334     |  70 | guppy740  |
| Bob1334     |  70 | guppy895  |
| Bob1665     |  70 | guppy69   |
| Bob1665     |  70 | guppy404  |
| Bob1665     |  70 | guppy683  |
| Bob1665     |  70 | guppy699  |
| Bob1665     |  70 | guppy901  |
| Bob18       |  71 | guppy18   |
| Bob18       |  71 | guppy176  |
| Bob18       |  71 | guppy238  |
| Bob18       |  71 | guppy804  |
| Bob18       |  71 | guppy845  |
| Bob21       |  71 | guppy45   |
| Bob21       |  71 | guppy458  |
| Bob21       |  71 | guppy584  |
| Bob21       |  71 | guppy627  |
| Bob21       |  71 | guppy685  |
| Bob21       |  71 | guppy889  |
| Bob21       |  71 | guppy982  |
| Bob244      |  71 | guppy82   |
| Bob244      |  71 | guppy429  |
| Bob244      |  71 | guppy576  |
| Bob244      |  71 | guppy695  |
| Bob244      |  71 | guppy703  |
| Bob244      |  71 | guppy810  |
| Bob281      |  71 | guppy138  |
| Bob281      |  71 | guppy385  |
| Bob281      |  71 | guppy651  |
| Bob281      |  71 | guppy856  |
| Bob281      |  71 | guppy937  |
| Bob376      |  71 | guppy99   |
| Bob376      |  71 | guppy482  |
| Bob376      |  71 | guppy672  |
| Bob407      |  71 | guppy292  |
| Bob407      |  71 | guppy859  |
| Bob514      |  71 | guppy278  |
| Bob514      |  71 | guppy926  |
| Bob571      |  71 | guppy179  |
| Bob571      |  71 | guppy264  |
| Bob571      |  71 | guppy298  |
| Bob571      |  71 | guppy515  |
| Bob571      |  71 | guppy569  |
| Bob571      |  71 | guppy998  |
| Bob691      |  71 | guppy131  |
| Bob691      |  71 | guppy788  |
| Bob691      |  71 | guppy836  |
| Bob691      |  71 | guppy893  |
| Bob691      |  71 | guppy906  |
| Bob899      |  71 | guppy7    |
| Bob899      |  71 | guppy108  |
| Bob899      |  71 | guppy210  |
| Bob899      |  71 | guppy425  |
| Bob899      |  71 | guppy438  |
| Bob899      |  71 | guppy842  |
| Bob1093     |  71 | guppy212  |
| Bob1093     |  71 | guppy297  |
| Bob1126     |  71 | guppy76   |
| Bob1126     |  71 | guppy150  |
| Bob1126     |  71 | guppy401  |
| Bob1126     |  71 | guppy502  |
| Bob1126     |  71 | guppy612  |
| Bob1126     |  71 | guppy855  |
| Bob1194     |  71 | guppy152  |
| Bob1194     |  71 | guppy312  |
| Bob1194     |  71 | guppy583  |
| Bob1194     |  71 | guppy638  |
| Bob1194     |  71 | guppy894  |
| Bob1194     |  71 | guppy961  |
| Bob1226     |  71 | guppy519  |
| Bob1226     |  71 | guppy549  |
| Bob1226     |  71 | guppy810  |
| Bob1245     |  71 | guppy180  |
| Bob1363     |  71 | guppy296  |
| Bob1363     |  71 | guppy299  |
| Bob1363     |  71 | guppy352  |
| Bob1363     |  71 | guppy621  |
| Bob1363     |  71 | guppy763  |
| Bob1441     |  71 | guppy118  |
| Bob1465     |  71 | guppy19   |
| Bob1465     |  71 | guppy68   |
| Bob1465     |  71 | guppy129  |
| Bob1465     |  71 | guppy319  |
| Bob1465     |  71 | guppy532  |
| Bob1465     |  71 | guppy759  |
| Bob1465     |  71 | guppy917  |
| Bob1465     |  71 | guppy969  |
| Bob1541     |  71 | guppy626  |
| Bob1541     |  71 | guppy671  |
| Bob1541     |  71 | guppy740  |
| Bob1560     |  71 | guppy98   |
| Bob1560     |  71 | guppy145  |
| Bob1560     |  71 | guppy347  |
| Bob1560     |  71 | guppy583  |
| Bob1560     |  71 | guppy606  |
| Bob1578     |  71 | guppy396  |
| Bob1578     |  71 | guppy436  |
| Bob1692     |  71 | guppy63   |
| Bob1692     |  71 | guppy405  |
| Bob1692     |  71 | guppy523  |
| Bob1692     |  71 | guppy828  |
| Bob1786     |  71 | guppy346  |
| Bob1786     |  71 | guppy389  |
| Bob1786     |  71 | guppy634  |
| Bob1790     |  71 | guppy442  |
| Bob1790     |  71 | guppy514  |
| Bob1790     |  71 | guppy604  |
| Bob1790     |  71 | guppy758  |
| Bob1802     |  71 | guppy27   |
| Bob1802     |  71 | guppy140  |
| Bob1802     |  71 | guppy438  |
| Bob1802     |  71 | guppy470  |
| Bob1802     |  71 | guppy554  |
| Bob1802     |  71 | guppy691  |
| Bob1802     |  71 | guppy824  |
| Bob1964     |  71 | guppy1    |
| Bob1964     |  71 | guppy38   |
| Bob1964     |  71 | guppy168  |
| Bob1964     |  71 | guppy238  |
| Bob1964     |  71 | guppy501  |
| Bob1964     |  71 | guppy717  |
| Bob1964     |  71 | guppy726  |
| Bob1964     |  71 | guppy790  |
| Bob131      |  72 | guppy342  |
| Bob131      |  72 | guppy611  |
| Bob131      |  72 | guppy686  |
| Bob131      |  72 | guppy820  |
| Bob246      |  72 | guppy25   |
| Bob246      |  72 | guppy242  |
| Bob246      |  72 | guppy267  |
| Bob246      |  72 | guppy477  |
| Bob246      |  72 | guppy630  |
| Bob431      |  72 | guppy429  |
| Bob431      |  72 | guppy515  |
| Bob431      |  72 | guppy926  |
| Bob574      |  72 | guppy4    |
| Bob574      |  72 | guppy114  |
| Bob574      |  72 | guppy453  |
| Bob574      |  72 | guppy522  |
| Bob574      |  72 | guppy616  |
| Bob574      |  72 | guppy801  |
| Bob594      |  72 | guppy120  |
| Bob594      |  72 | guppy515  |
| Bob594      |  72 | guppy694  |
| Bob594      |  72 | guppy776  |
| Bob594      |  72 | guppy943  |
| Bob647      |  72 | guppy570  |
| Bob647      |  72 | guppy605  |
| Bob647      |  72 | guppy800  |
| Bob647      |  72 | guppy980  |
| Bob657      |  72 | guppy20   |
| Bob657      |  72 | guppy181  |
| Bob657      |  72 | guppy670  |
| Bob751      |  72 | guppy427  |
| Bob751      |  72 | guppy573  |
| Bob751      |  72 | guppy604  |
| Bob751      |  72 | guppy686  |
| Bob751      |  72 | guppy752  |
| Bob751      |  72 | guppy775  |
| Bob756      |  72 | guppy460  |
| Bob756      |  72 | guppy865  |
| Bob885      |  72 | guppy50   |
| Bob885      |  72 | guppy255  |
| Bob885      |  72 | guppy317  |
| Bob885      |  72 | guppy421  |
| Bob885      |  72 | guppy641  |
| Bob885      |  72 | guppy663  |
| Bob889      |  72 | guppy775  |
| Bob889      |  72 | guppy809  |
| Bob889      |  72 | guppy884  |
| Bob889      |  72 | guppy918  |
| Bob957      |  72 | guppy56   |
| Bob957      |  72 | guppy59   |
| Bob957      |  72 | guppy104  |
| Bob957      |  72 | guppy211  |
| Bob957      |  72 | guppy256  |
| Bob957      |  72 | guppy605  |
| Bob957      |  72 | guppy680  |
| Bob957      |  72 | guppy992  |
| Bob1001     |  72 | guppy171  |
| Bob1001     |  72 | guppy413  |
| Bob1001     |  72 | guppy480  |
| Bob1001     |  72 | guppy603  |
| Bob1001     |  72 | guppy810  |
| Bob1056     |  72 | guppy573  |
| Bob1056     |  72 | guppy783  |
| Bob1056     |  72 | guppy809  |
| Bob1101     |  72 | guppy61   |
| Bob1101     |  72 | guppy194  |
| Bob1101     |  72 | guppy199  |
| Bob1101     |  72 | guppy605  |
| Bob1101     |  72 | guppy647  |
| Bob1101     |  72 | guppy684  |
| Bob1101     |  72 | guppy700  |
| Bob1101     |  72 | guppy850  |
| Bob1101     |  72 | guppy936  |
| Bob1147     |  72 | guppy44   |
| Bob1147     |  72 | guppy239  |
| Bob1147     |  72 | guppy459  |
| Bob1147     |  72 | guppy560  |
| Bob1147     |  72 | guppy633  |
| Bob1147     |  72 | guppy757  |
| Bob1147     |  72 | guppy887  |
| Bob1147     |  72 | guppy944  |
| Bob1147     |  72 | guppy960  |
| Bob1147     |  72 | guppy981  |
| Bob1171     |  72 | guppy658  |
| Bob1171     |  72 | guppy758  |
| Bob1219     |  72 | guppy36   |
| Bob1219     |  72 | guppy85   |
| Bob1219     |  72 | guppy151  |
| Bob1345     |  72 | guppy35   |
| Bob1345     |  72 | guppy316  |
| Bob1345     |  72 | guppy544  |
| Bob1345     |  72 | guppy593  |
| Bob1345     |  72 | guppy751  |
| Bob1345     |  72 | guppy896  |
| Bob1391     |  72 | guppy55   |
| Bob1391     |  72 | guppy129  |
| Bob1391     |  72 | guppy275  |
| Bob1391     |  72 | guppy279  |
| Bob1391     |  72 | guppy357  |
| Bob1391     |  72 | guppy767  |
| Bob1572     |  72 | guppy104  |
| Bob1572     |  72 | guppy122  |
| Bob1572     |  72 | guppy852  |
| Bob1572     |  72 | guppy913  |
| Bob1572     |  72 | guppy930  |
| Bob1572     |  72 | guppy940  |
| Bob1719     |  72 | guppy286  |
| Bob1719     |  72 | guppy672  |
| Bob1776     |  72 | guppy28   |
| Bob1899     |  72 | guppy136  |
| Bob1899     |  72 | guppy230  |
| Bob1899     |  72 | guppy241  |
| Bob1899     |  72 | guppy331  |
| Bob1899     |  72 | guppy678  |
| Bob1899     |  72 | guppy703  |
| Bob1899     |  72 | guppy804  |
| Bob1899     |  72 | guppy906  |
| Bob1899     |  72 | guppy984  |
| Bob1979     |  72 | guppy154  |
| Bob1979     |  72 | guppy354  |
| Bob1979     |  72 | guppy369  |
| Bob1979     |  72 | guppy479  |
| Bob1979     |  72 | guppy492  |
| Bob1979     |  72 | guppy777  |
| Bob50       |  73 | guppy196  |
| Bob50       |  73 | guppy215  |
| Bob50       |  73 | guppy406  |
| Bob50       |  73 | guppy415  |
| Bob50       |  73 | guppy556  |
| Bob50       |  73 | guppy723  |
| Bob108      |  73 | guppy550  |
| Bob108      |  73 | guppy550  |
| Bob108      |  73 | guppy608  |
| Bob108      |  73 | guppy656  |
| Bob108      |  73 | guppy688  |
| Bob108      |  73 | guppy819  |
| Bob252      |  73 | guppy477  |
| Bob252      |  73 | guppy720  |
| Bob252      |  73 | guppy763  |
| Bob252      |  73 | guppy835  |
| Bob252      |  73 | guppy910  |
| Bob252      |  73 | guppy992  |
| Bob277      |  73 | guppy107  |
| Bob277      |  73 | guppy202  |
| Bob277      |  73 | guppy204  |
| Bob277      |  73 | guppy239  |
| Bob277      |  73 | guppy613  |
| Bob277      |  73 | guppy639  |
| Bob277      |  73 | guppy958  |
| Bob287      |  73 | guppy123  |
| Bob287      |  73 | guppy318  |
| Bob287      |  73 | guppy504  |
| Bob287      |  73 | guppy770  |
| Bob287      |  73 | guppy806  |
| Bob287      |  73 | guppy873  |
| Bob287      |  73 | guppy898  |
| Bob287      |  73 | guppy899  |
| Bob404      |  73 | guppy242  |
| Bob404      |  73 | guppy355  |
| Bob404      |  73 | guppy386  |
| Bob404      |  73 | guppy566  |
| Bob404      |  73 | guppy849  |
| Bob494      |  73 | guppy66   |
| Bob494      |  73 | guppy376  |
| Bob494      |  73 | guppy453  |
| Bob494      |  73 | guppy614  |
| Bob494      |  73 | guppy693  |
| Bob494      |  73 | guppy934  |
| Bob678      |  73 | guppy283  |
| Bob678      |  73 | guppy320  |
| Bob678      |  73 | guppy325  |
| Bob678      |  73 | guppy499  |
| Bob678      |  73 | guppy742  |
| Bob678      |  73 | guppy778  |
| Bob678      |  73 | guppy973  |
| Bob678      |  73 | guppy1000 |
| Bob824      |  73 | guppy18   |
| Bob824      |  73 | guppy132  |
| Bob824      |  73 | guppy197  |
| Bob824      |  73 | guppy527  |
| Bob824      |  73 | guppy580  |
| Bob824      |  73 | guppy689  |
| Bob824      |  73 | guppy745  |
| Bob834      |  73 | guppy187  |
| Bob834      |  73 | guppy316  |
| Bob834      |  73 | guppy382  |
| Bob834      |  73 | guppy467  |
| Bob834      |  73 | guppy535  |
| Bob834      |  73 | guppy724  |
| Bob844      |  73 | guppy416  |
| Bob844      |  73 | guppy427  |
| Bob867      |  73 | guppy46   |
| Bob867      |  73 | guppy130  |
| Bob867      |  73 | guppy366  |
| Bob867      |  73 | guppy548  |
| Bob867      |  73 | guppy925  |
| Bob888      |  73 | guppy25   |
| Bob888      |  73 | guppy30   |
| Bob888      |  73 | guppy69   |
| Bob888      |  73 | guppy94   |
| Bob888      |  73 | guppy348  |
| Bob888      |  73 | guppy362  |
| Bob888      |  73 | guppy559  |
| Bob888      |  73 | guppy818  |
| Bob888      |  73 | guppy828  |
| Bob888      |  73 | guppy876  |
| Bob888      |  73 | guppy972  |
| Bob958      |  73 | guppy63   |
| Bob958      |  73 | guppy110  |
| Bob958      |  73 | guppy182  |
| Bob958      |  73 | guppy282  |
| Bob958      |  73 | guppy284  |
| Bob958      |  73 | guppy830  |
| Bob958      |  73 | guppy902  |
| Bob958      |  73 | guppy931  |
| Bob972      |  73 | guppy39   |
| Bob972      |  73 | guppy78   |
| Bob972      |  73 | guppy307  |
| Bob972      |  73 | guppy726  |
| Bob972      |  73 | guppy857  |
| Bob1022     |  73 | guppy33   |
| Bob1022     |  73 | guppy297  |
| Bob1022     |  73 | guppy527  |
| Bob1022     |  73 | guppy697  |
| Bob1022     |  73 | guppy777  |
| Bob1022     |  73 | guppy952  |
| Bob1030     |  73 | guppy522  |
| Bob1030     |  73 | guppy803  |
| Bob1030     |  73 | guppy916  |
| Bob1254     |  73 | guppy143  |
| Bob1254     |  73 | guppy389  |
| Bob1254     |  73 | guppy506  |
| Bob1254     |  73 | guppy578  |
| Bob1254     |  73 | guppy692  |
| Bob1254     |  73 | guppy829  |
| Bob1279     |  73 | guppy272  |
| Bob1279     |  73 | guppy297  |
| Bob1279     |  73 | guppy297  |
| Bob1279     |  73 | guppy382  |
| Bob1383     |  73 | guppy113  |
| Bob1383     |  73 | guppy290  |
| Bob1383     |  73 | guppy499  |
| Bob1383     |  73 | guppy617  |
| Bob1383     |  73 | guppy670  |
| Bob1383     |  73 | guppy703  |
| Bob1383     |  73 | guppy898  |
| Bob1419     |  73 | guppy96   |
| Bob1419     |  73 | guppy667  |
| Bob1566     |  73 | guppy7    |
| Bob1566     |  73 | guppy262  |
| Bob1566     |  73 | guppy443  |
| Bob1625     |  73 | guppy171  |
| Bob1625     |  73 | guppy261  |
| Bob1625     |  73 | guppy326  |
| Bob1625     |  73 | guppy936  |
| Bob1625     |  73 | guppy961  |
| Bob1769     |  73 | guppy56   |
| Bob1769     |  73 | guppy193  |
| Bob1769     |  73 | guppy532  |
| Bob1769     |  73 | guppy603  |
| Bob1769     |  73 | guppy800  |
| Bob1769     |  73 | guppy870  |
| Bob1824     |  73 | guppy215  |
| Bob1824     |  73 | guppy334  |
| Bob1824     |  73 | guppy418  |
| Bob1831     |  73 | guppy374  |
| Bob1831     |  73 | guppy683  |
| Bob1831     |  73 | guppy726  |
| Bob1954     |  73 | guppy138  |
| Bob1954     |  73 | guppy306  |
| Bob1954     |  73 | guppy364  |
| Bob48       |  74 | guppy259  |
| Bob48       |  74 | guppy365  |
| Bob48       |  74 | guppy785  |
| Bob48       |  74 | guppy833  |
| Bob125      |  74 | guppy16   |
| Bob125      |  74 | guppy30   |
| Bob125      |  74 | guppy32   |
| Bob125      |  74 | guppy134  |
| Bob125      |  74 | guppy183  |
| Bob125      |  74 | guppy265  |
| Bob125      |  74 | guppy709  |
| Bob132      |  74 | guppy786  |
| Bob132      |  74 | guppy846  |
| Bob132      |  74 | guppy847  |
| Bob171      |  74 | guppy95   |
| Bob171      |  74 | guppy332  |
| Bob171      |  74 | guppy394  |
| Bob171      |  74 | guppy594  |
| Bob171      |  74 | guppy670  |
| Bob171      |  74 | guppy962  |
| Bob174      |  74 | guppy249  |
| Bob174      |  74 | guppy607  |
| Bob174      |  74 | guppy689  |
| Bob174      |  74 | guppy861  |
| Bob300      |  74 | guppy13   |
| Bob300      |  74 | guppy227  |
| Bob300      |  74 | guppy284  |
| Bob300      |  74 | guppy343  |
| Bob300      |  74 | guppy365  |
| Bob300      |  74 | guppy405  |
| Bob300      |  74 | guppy713  |
| Bob300      |  74 | guppy777  |
| Bob300      |  74 | guppy888  |
| Bob300      |  74 | guppy903  |
| Bob363      |  74 | guppy29   |
| Bob363      |  74 | guppy60   |
| Bob363      |  74 | guppy138  |
| Bob363      |  74 | guppy189  |
| Bob363      |  74 | guppy226  |
| Bob363      |  74 | guppy412  |
| Bob363      |  74 | guppy433  |
| Bob363      |  74 | guppy543  |
| Bob363      |  74 | guppy619  |
| Bob363      |  74 | guppy642  |
| Bob363      |  74 | guppy972  |
| Bob415      |  74 | guppy90   |
| Bob415      |  74 | guppy511  |
| Bob415      |  74 | guppy612  |
| Bob415      |  74 | guppy766  |
| Bob415      |  74 | guppy907  |
| Bob428      |  74 | guppy209  |
| Bob428      |  74 | guppy357  |
| Bob428      |  74 | guppy655  |
| Bob451      |  74 | guppy185  |
| Bob451      |  74 | guppy325  |
| Bob451      |  74 | guppy709  |
| Bob451      |  74 | guppy883  |
| Bob679      |  74 | guppy112  |
| Bob679      |  74 | guppy296  |
| Bob679      |  74 | guppy308  |
| Bob679      |  74 | guppy884  |
| Bob767      |  74 | guppy86   |
| Bob767      |  74 | guppy180  |
| Bob767      |  74 | guppy507  |
| Bob767      |  74 | guppy690  |
| Bob767      |  74 | guppy894  |
| Bob767      |  74 | guppy897  |
| Bob767      |  74 | guppy942  |
| Bob767      |  74 | guppy971  |
| Bob799      |  74 | guppy111  |
| Bob799      |  74 | guppy393  |
| Bob799      |  74 | guppy689  |
| Bob799      |  74 | guppy761  |
| Bob1009     |  74 | guppy17   |
| Bob1009     |  74 | guppy38   |
| Bob1009     |  74 | guppy425  |
| Bob1009     |  74 | guppy511  |
| Bob1009     |  74 | guppy527  |
| Bob1009     |  74 | guppy840  |
| Bob1009     |  74 | guppy863  |
| Bob1098     |  74 | guppy616  |
| Bob1098     |  74 | guppy699  |
| Bob1098     |  74 | guppy794  |
| Bob1460     |  74 | guppy79   |
| Bob1460     |  74 | guppy319  |
| Bob1460     |  74 | guppy701  |
| Bob1612     |  74 | guppy350  |
| Bob1749     |  74 | guppy165  |
| Bob1749     |  74 | guppy213  |
| Bob1749     |  74 | guppy336  |
| Bob1749     |  74 | guppy725  |
| Bob1749     |  74 | guppy747  |
| Bob1749     |  74 | guppy822  |
| Bob1749     |  74 | guppy827  |
| Bob1947     |  74 | guppy169  |
| Bob1947     |  74 | guppy731  |
| Bob1947     |  74 | guppy839  |
| Bob1947     |  74 | guppy924  |
| Bob1994     |  74 | guppy29   |
| Bob1994     |  74 | guppy130  |
| Bob1994     |  74 | guppy301  |
| Bob1994     |  74 | guppy775  |
| Bob49       |  75 | guppy3    |
| Bob49       |  75 | guppy15   |
| Bob49       |  75 | guppy110  |
| Bob49       |  75 | guppy158  |
| Bob49       |  75 | guppy187  |
| Bob49       |  75 | guppy405  |
| Bob49       |  75 | guppy426  |
| Bob49       |  75 | guppy500  |
| Bob49       |  75 | guppy633  |
| Bob49       |  75 | guppy680  |
| Bob52       |  75 | guppy122  |
| Bob52       |  75 | guppy156  |
| Bob52       |  75 | guppy156  |
| Bob52       |  75 | guppy248  |
| Bob52       |  75 | guppy330  |
| Bob52       |  75 | guppy460  |
| Bob52       |  75 | guppy812  |
| Bob84       |  75 | guppy5    |
| Bob84       |  75 | guppy29   |
| Bob84       |  75 | guppy290  |
| Bob84       |  75 | guppy356  |
| Bob84       |  75 | guppy740  |
| Bob84       |  75 | guppy808  |
| Bob120      |  75 | guppy164  |
| Bob120      |  75 | guppy338  |
| Bob120      |  75 | guppy550  |
| Bob120      |  75 | guppy568  |
| Bob120      |  75 | guppy875  |
| Bob120      |  75 | guppy954  |
| Bob235      |  75 | guppy13   |
| Bob235      |  75 | guppy303  |
| Bob235      |  75 | guppy592  |
| Bob235      |  75 | guppy782  |
| Bob235      |  75 | guppy890  |
| Bob306      |  75 | guppy81   |
| Bob306      |  75 | guppy148  |
| Bob306      |  75 | guppy540  |
| Bob330      |  75 | guppy171  |
| Bob330      |  75 | guppy570  |
| Bob330      |  75 | guppy607  |
| Bob332      |  75 | guppy608  |
| Bob332      |  75 | guppy671  |
| Bob336      |  75 | guppy10   |
| Bob336      |  75 | guppy415  |
| Bob336      |  75 | guppy555  |
| Bob336      |  75 | guppy736  |
| Bob336      |  75 | guppy893  |
| Bob627      |  75 | guppy43   |
| Bob627      |  75 | guppy859  |
| Bob629      |  75 | guppy67   |
| Bob629      |  75 | guppy89   |
| Bob629      |  75 | guppy145  |
| Bob629      |  75 | guppy386  |
| Bob629      |  75 | guppy401  |
| Bob629      |  75 | guppy424  |
| Bob629      |  75 | guppy457  |
| Bob629      |  75 | guppy670  |
| Bob629      |  75 | guppy924  |
| Bob629      |  75 | guppy938  |
| Bob629      |  75 | guppy944  |
| Bob950      |  75 | guppy499  |
| Bob950      |  75 | guppy645  |
| Bob950      |  75 | guppy756  |
| Bob950      |  75 | guppy806  |
| Bob1000     |  75 | guppy21   |
| Bob1000     |  75 | guppy43   |
| Bob1000     |  75 | guppy53   |
| Bob1000     |  75 | guppy138  |
| Bob1000     |  75 | guppy196  |
| Bob1000     |  75 | guppy781  |
| Bob1000     |  75 | guppy786  |
| Bob1114     |  75 | guppy69   |
| Bob1114     |  75 | guppy150  |
| Bob1114     |  75 | guppy174  |
| Bob1114     |  75 | guppy201  |
| Bob1114     |  75 | guppy423  |
| Bob1114     |  75 | guppy632  |
| Bob1114     |  75 | guppy655  |
| Bob1114     |  75 | guppy881  |
| Bob1114     |  75 | guppy973  |
| Bob1182     |  75 | guppy167  |
| Bob1182     |  75 | guppy501  |
| Bob1182     |  75 | guppy943  |
| Bob1182     |  75 | guppy954  |
| Bob1182     |  75 | guppy960  |
| Bob1410     |  75 | guppy9    |
| Bob1410     |  75 | guppy75   |
| Bob1410     |  75 | guppy111  |
| Bob1410     |  75 | guppy273  |
| Bob1410     |  75 | guppy567  |
| Bob1410     |  75 | guppy577  |
| Bob1410     |  75 | guppy661  |
| Bob1410     |  75 | guppy850  |
| Bob1425     |  75 | guppy79   |
| Bob1425     |  75 | guppy194  |
| Bob1425     |  75 | guppy244  |
| Bob1425     |  75 | guppy312  |
| Bob1425     |  75 | guppy364  |
| Bob1425     |  75 | guppy404  |
| Bob1425     |  75 | guppy916  |
